emp_no,birth_date,first_name,last_name,gender,hire_date,emp_no,title,from_date,to_date
17684,1959-06-18,Adel,Deverell,M,1985-09-22,17684,"Senior Engineer",1998-05-12,9999-01-01
17688,1953-10-02,Faiza,Cincotta,F,1987-08-14,17688,"Senior Engineer",1987-08-14,9999-01-01
17693,1960-04-02,Nikolaos,Gerteisen,M,1997-11-08,17693,"Senior Engineer",1998-01-03,9999-01-01
17696,1952-08-11,Feiyu,Kusalik,F,1986-01-06,17696,"Senior Engineer",1996-12-04,9999-01-01
17697,1958-10-21,Toshimi,Portugali,F,1990-01-23,17697,"Senior Engineer",1997-01-23,9999-01-01
17698,1959-12-03,Kazuhito,Larfeldt,M,1988-08-07,17698,"Senior Engineer",1994-08-07,9999-01-01
17699,1953-10-03,Radhia,Heping,F,1985-04-19,17699,"Senior Engineer",1993-07-21,9999-01-01
17700,1964-03-28,Adam,McAlpine,M,1992-11-23,17700,"Senior Engineer",1998-11-23,9999-01-01
17703,1963-11-17,Marie,Furudate,F,1991-11-20,17703,"Senior Engineer",1999-11-20,9999-01-01
17707,1959-11-13,Shalesh,Narahara,F,1986-05-24,17707,"Senior Engineer",1996-10-14,9999-01-01
17709,1960-08-08,Aleksander,Flasterstein,M,1988-04-14,17709,"Senior Engineer",1996-04-14,9999-01-01
17716,1953-05-02,Josyula,Vitiello,M,1988-09-24,17716,"Senior Engineer",1994-09-24,9999-01-01
17724,1964-04-29,Zhiguo,Luks,F,1986-04-18,17724,"Senior Engineer",1991-04-18,9999-01-01
17726,1963-03-31,Shaibal,Fritzsche,F,1996-01-03,17726,"Senior Engineer",2001-01-02,9999-01-01
17733,1957-10-22,Monique,Jonsson,M,1985-07-24,17733,"Senior Engineer",1991-07-24,9999-01-01
17734,1964-05-24,Fox,Matzov,F,1991-08-02,17734,"Senior Engineer",2000-12-11,9999-01-01
17736,1955-08-02,Leif,Bennis,F,1993-11-20,17736,"Senior Engineer",1993-11-20,9999-01-01
17737,1960-06-18,Mohua,Siepmann,M,1989-05-18,17737,"Senior Engineer",1997-05-18,9999-01-01
17738,1961-07-13,Teunis,Marquardt,M,1990-04-21,17738,"Senior Engineer",1997-04-21,9999-01-01
17741,1963-01-28,Siddarth,Liedekerke,M,1987-02-27,17741,"Senior Engineer",1991-01-07,1991-12-08
17743,1959-08-12,Kristin,Fiutem,F,1992-05-07,17743,"Senior Engineer",1996-07-27,1997-05-14
17744,1958-09-26,Poornachandra,Chartres,M,1994-01-16,17744,"Senior Engineer",2000-01-16,9999-01-01
17745,1953-10-17,Hatem,Schreiter,M,1985-05-02,17745,"Senior Engineer",1993-05-02,9999-01-01
17750,1958-05-03,King,Syang,F,1989-11-20,17750,"Senior Engineer",1994-11-20,9999-01-01
17751,1952-07-15,Mrinalini,Saoudi,M,1991-10-13,17751,"Senior Engineer",1996-12-12,9999-01-01
17752,1960-06-21,Mona,Chepyzhov,F,1986-11-02,17752,"Senior Engineer",1993-04-18,2002-04-25
17753,1953-05-12,Karoline,Hegner,F,1989-03-23,17753,"Senior Engineer",1999-01-01,9999-01-01
17754,1955-11-04,Xudong,Bojadziev,F,1993-08-07,17754,"Senior Engineer",1999-11-13,9999-01-01
17755,1958-05-08,Odoardo,Chaudhuri,M,1987-10-19,17755,"Senior Engineer",1991-11-26,9999-01-01
17756,1959-06-02,Candida,Serot,F,1993-11-30,17756,"Senior Engineer",2000-06-25,9999-01-01
17757,1958-09-04,Kiyomitsu,Shobatake,M,1986-09-27,17757,"Senior Engineer",1994-09-27,9999-01-01
17761,1958-04-19,Adin,Matheson,F,1986-09-17,17761,"Senior Engineer",1993-09-17,9999-01-01
17762,1957-04-20,Jahangir,Luiz,M,1987-09-03,17762,"Senior Engineer",1997-09-02,9999-01-01
17766,1964-11-23,Irene,Oxenboll,M,1985-09-23,17766,"Senior Engineer",1998-08-01,9999-01-01
17770,1962-02-15,Leon,Thebaut,F,1994-03-12,17770,"Senior Engineer",1994-03-12,1999-11-17
17771,1959-05-29,Val,Schwartzbauer,M,1991-02-03,17771,"Senior Engineer",1998-02-03,9999-01-01
17779,1953-01-07,Abdelkader,Bodoff,M,1990-02-22,17779,"Senior Engineer",1990-02-22,1995-02-14
17780,1957-09-19,Oldrich,Delgrange,M,1986-05-11,17780,"Senior Engineer",1994-05-11,9999-01-01
17782,1956-02-01,Ugo,Improta,M,1993-07-09,17782,"Senior Engineer",2002-07-09,9999-01-01
17787,1959-12-01,Gila,Clouatre,M,1986-09-06,17787,"Senior Engineer",1994-09-06,9999-01-01
17788,1953-04-03,Baziley,Leivant,M,1990-09-07,17788,"Senior Engineer",1996-09-06,9999-01-01
17789,1956-03-16,Snehasis,Gilg,F,1999-11-14,17789,"Senior Engineer",1999-12-31,9999-01-01
17793,1958-06-30,Sudhanshu,Baar,M,1987-11-24,17793,"Senior Engineer",1994-11-24,9999-01-01
17795,1964-05-18,Houman,Solares,F,1985-12-04,17795,"Senior Engineer",1992-11-23,9999-01-01
17804,1961-02-27,Henk,Demian,F,1988-06-15,17804,"Senior Engineer",1998-10-31,2000-06-21
17806,1955-08-12,Martins,Guerreiro,M,1993-06-28,17806,"Senior Engineer",2000-05-21,9999-01-01
17807,1952-10-04,Jianhua,Glowinski,M,1988-07-14,17807,"Senior Engineer",2000-07-23,9999-01-01
17808,1958-02-13,Stepehn,Baezner,F,1987-11-14,17808,"Senior Engineer",1993-11-13,9999-01-01
17809,1957-09-22,Genevieve,Suermann,M,1996-09-04,17809,"Senior Engineer",2001-09-04,9999-01-01
17811,1953-11-28,Steen,McDermid,M,1990-04-25,17811,"Senior Engineer",1996-04-24,9999-01-01
17812,1959-01-11,Kazuhito,Cronin,M,1987-07-24,17812,"Senior Engineer",1998-11-09,9999-01-01
17813,1953-07-17,Gita,Suppi,F,1992-12-08,17813,"Senior Engineer",1998-12-08,2000-09-22
17816,1952-07-23,Toshimo,Kenevan,M,1986-10-06,17816,"Senior Engineer",1998-10-05,9999-01-01
17817,1956-06-04,Eirik,Ranon,M,1988-09-01,17817,"Senior Engineer",1997-09-01,9999-01-01
17818,1957-07-03,Holgard,Luck,M,1993-11-20,17818,"Senior Engineer",2001-11-20,9999-01-01
17819,1954-05-23,Geraldo,Decaestecker,M,1990-04-18,17819,"Senior Engineer",1990-04-18,9999-01-01
17820,1964-12-09,Florina,Biran,M,1989-06-14,17820,"Senior Engineer",1998-06-14,2000-06-07
17824,1954-06-02,Navin,Baaz,M,1997-11-21,17824,"Senior Engineer",1997-11-21,9999-01-01
17825,1961-05-17,Tran,Makrucki,M,1988-10-04,17825,"Senior Engineer",1996-04-12,1996-06-18
17826,1953-09-18,Vitali,Fiutem,M,1990-07-24,17826,"Senior Engineer",1990-07-24,9999-01-01
17828,1954-09-14,Ger,Zolotykh,M,1992-01-24,17828,"Senior Engineer",1997-01-23,9999-01-01
17831,1964-09-08,Boaz,Peha,F,1991-11-12,17831,"Senior Engineer",2001-06-24,9999-01-01
17834,1953-12-17,Zhilian,Fiutem,M,1985-04-27,17834,"Senior Engineer",2002-03-16,9999-01-01
17838,1960-04-16,Uzi,Masamoto,M,1987-05-08,17838,"Senior Engineer",1992-05-07,9999-01-01
17840,1954-11-07,Tonny,Sherertz,M,1985-06-20,17840,"Senior Engineer",1991-06-20,9999-01-01
17841,1952-04-02,Hilary,Ramaiah,F,1988-06-07,17841,"Senior Engineer",1988-06-07,9999-01-01
17844,1957-03-11,Gererd,Fraisse,M,1985-04-14,17844,"Senior Engineer",1994-04-14,9999-01-01
17853,1962-07-02,Khatoun,Cronan,M,1988-06-07,17853,"Senior Engineer",1996-06-07,1997-08-20
17855,1954-03-27,Heejo,Kabayashi,F,1990-12-15,17855,"Senior Engineer",1998-12-15,9999-01-01
17858,1958-01-30,Shen,Peyn,M,1995-09-01,17858,"Senior Engineer",2001-08-31,9999-01-01
17860,1964-05-05,Xiong,Kalsbeek,M,1988-12-15,17860,"Senior Engineer",1995-12-16,1997-12-23
17864,1954-10-08,Charmane,Grandbois,M,1990-03-11,17864,"Senior Engineer",1995-03-11,9999-01-01
17865,1964-05-24,Djenana,Syrotiuk,F,1985-11-20,17865,"Senior Engineer",1998-10-13,9999-01-01
17866,1960-12-21,Piyush,Keirsey,M,1987-08-17,17866,"Senior Engineer",1987-08-18,9999-01-01
17870,1962-07-10,Zhenbing,Viele,M,1985-06-24,17870,"Senior Engineer",1993-06-24,9999-01-01
17871,1954-09-20,Ebbe,Hedayat,M,1986-10-01,17871,"Senior Engineer",2001-07-20,9999-01-01
17877,1959-09-11,Nigel,Hashii,M,1992-12-23,17877,"Senior Engineer",2000-12-23,9999-01-01
17879,1960-04-26,Bartek,Conti,M,1985-08-21,17879,"Senior Engineer",2002-07-18,9999-01-01
17880,1961-12-11,Zhenbing,Ranum,F,1987-12-02,17880,"Senior Engineer",1996-12-01,9999-01-01
17883,1959-09-24,Huan,Thebaut,F,1998-01-29,17883,"Senior Engineer",1998-01-29,9999-01-01
17888,1959-09-07,Nathalie,Jervis,M,1995-08-18,17888,"Senior Engineer",1995-08-18,9999-01-01
17890,1955-06-15,Bodh,Staelin,M,1990-07-21,17890,"Senior Engineer",1997-07-21,9999-01-01
17891,1955-03-03,Isaac,Luiz,M,1986-02-11,17891,"Senior Engineer",1992-05-06,9999-01-01
17895,1956-05-20,Jaewon,Pezzoli,M,1989-12-03,17895,"Senior Engineer",1997-12-03,9999-01-01
17897,1959-05-12,Shakhar,Peac,F,1991-10-16,17897,"Senior Engineer",2000-10-15,2001-12-21
17898,1962-07-24,Lijia,Cooley,F,1996-05-29,17898,"Senior Engineer",1998-09-29,9999-01-01
17899,1959-09-09,Paris,Meszaros,F,1985-10-12,17899,"Senior Engineer",1993-10-12,9999-01-01
17900,1952-03-09,Sakthirel,Belinskaya,M,1986-03-03,17900,"Senior Engineer",1991-03-03,9999-01-01
17901,1962-03-16,Yucel,Ohori,M,1991-07-28,17901,"Senior Engineer",1993-07-09,9999-01-01
17902,1960-10-15,Sasan,Mungall,M,1990-12-05,17902,"Senior Engineer",1995-12-05,9999-01-01
17905,1964-12-19,Wuxu,Vilarrasa,M,1985-02-11,17905,"Senior Engineer",1985-02-11,9999-01-01
17906,1960-05-18,Stepehn,Orlowska,M,1989-11-02,17906,"Senior Engineer",1997-11-22,9999-01-01
17910,1956-07-29,Jianwen,Nooteboom,F,1991-01-24,17910,"Senior Engineer",1999-01-24,9999-01-01
17912,1962-08-30,Maik,Bain,F,1986-12-02,17912,"Senior Engineer",2001-08-31,9999-01-01
17913,1958-06-11,Kotesh,Peck,F,1989-01-30,17913,"Senior Engineer",1997-07-06,9999-01-01
17915,1957-02-20,Eric,Kirkerud,M,1990-08-15,17915,"Senior Engineer",2002-07-18,9999-01-01
17916,1954-10-27,Sukumar,Morrin,M,1988-08-28,17916,"Senior Engineer",2000-12-01,9999-01-01
17918,1963-03-16,Constantine,Taubman,M,1985-12-13,17918,"Senior Engineer",1992-12-13,9999-01-01
17919,1955-10-15,Kiyotoshi,Pluym,M,1995-04-21,17919,"Senior Engineer",2001-04-20,9999-01-01
17920,1962-07-09,Yuichiro,Chimia,M,1985-12-19,17920,"Senior Engineer",1998-10-07,9999-01-01
17925,1955-10-15,Adamantios,Baezner,F,1987-03-09,17925,"Senior Engineer",1996-03-08,9999-01-01
17931,1957-03-15,Lidong,Muniz,F,1985-06-10,17931,"Senior Engineer",1992-05-03,9999-01-01
17933,1964-01-21,Morris,Schnabel,F,1993-09-29,17933,"Senior Engineer",1999-09-29,9999-01-01
17935,1957-08-13,Eishiro,Keohane,F,1994-01-05,17935,"Senior Engineer",2001-01-05,9999-01-01
17937,1960-12-20,Padma,Asser,M,1988-06-02,17937,"Senior Engineer",1999-09-07,9999-01-01
17939,1953-02-17,Heon,Ibel,F,1992-07-20,17939,"Senior Engineer",1997-07-20,9999-01-01
17940,1957-12-10,Gunilla,Kieras,F,1987-10-09,17940,"Senior Engineer",1993-10-08,9999-01-01
17943,1958-07-29,Bouchung,Setiz,M,1987-01-29,17943,"Senior Engineer",1995-01-29,9999-01-01
17944,1962-05-13,Munenori,Delaune,M,1988-10-11,17944,"Senior Engineer",1998-10-11,9999-01-01
17947,1962-04-15,Torsten,Chiodo,F,1990-08-09,17947,"Senior Engineer",1990-08-09,9999-01-01
17948,1956-04-26,Tristan,Schonegge,M,1989-11-01,17948,"Senior Engineer",1995-11-01,9999-01-01
17950,1955-04-27,Alassane,Genther,M,1989-07-18,17950,"Senior Engineer",2002-07-08,9999-01-01
17956,1952-12-01,Ebru,Zobel,M,1990-02-15,17956,"Senior Engineer",1995-02-15,9999-01-01
17957,1962-06-11,Pranav,Harllee,M,1986-06-28,17957,"Senior Engineer",1997-01-01,9999-01-01
17962,1959-01-01,Fun,Heping,F,1986-07-10,17962,"Senior Engineer",2001-04-20,9999-01-01
17973,1954-07-03,Sanjit,Beidas,M,1986-03-23,17973,"Senior Engineer",1994-09-27,9999-01-01
17976,1960-03-14,Jaques,Schapire,M,1989-05-13,17976,"Senior Engineer",1993-02-01,9999-01-01
17980,1957-03-24,Constantine,Marakhovsky,M,1988-04-04,17980,"Senior Engineer",1988-04-04,9999-01-01
17983,1957-12-07,Hauke,Wixon,F,1989-07-23,17983,"Senior Engineer",1994-07-23,9999-01-01
17988,1965-01-31,Mabhin,Calkin,M,1989-11-30,17988,"Senior Engineer",1997-11-30,9999-01-01
17989,1958-03-24,Yurii,Srimani,F,1988-03-10,17989,"Senior Engineer",1993-03-10,9999-01-01
17990,1959-07-15,Masako,Deyuan,M,1986-10-12,17990,"Senior Engineer",1992-10-11,9999-01-01
17999,1963-03-13,Shaowei,Marchegay,F,1988-11-14,17999,"Senior Engineer",1996-07-29,1998-12-08
18002,1963-02-18,Munehiko,Kisuki,F,1987-01-30,18002,"Senior Engineer",1987-01-30,9999-01-01
18003,1957-11-19,Slavian,Grandbois,M,1985-06-25,18003,"Senior Engineer",1997-12-15,9999-01-01
18009,1957-01-26,Adin,Peyn,M,1990-02-20,18009,"Senior Engineer",1996-09-19,9999-01-01
18013,1953-08-24,Jiong,Shanbhogue,F,1988-06-07,18013,"Senior Engineer",1994-06-07,9999-01-01
18014,1957-06-06,Xiaobin,Begiun,F,1988-04-05,18014,"Senior Engineer",2002-04-04,2002-04-17
18021,1965-01-07,Adil,Matzke,M,1987-05-08,18021,"Senior Engineer",1995-05-08,9999-01-01
18022,1952-03-24,Maha,Esposito,M,1993-10-17,18022,"Senior Engineer",2000-10-17,9999-01-01
18023,1962-05-27,Valeri,Chenoweth,F,1985-05-17,18023,"Senior Engineer",1990-05-17,9999-01-01
18029,1962-08-22,Younwoo,Awdeh,M,1987-02-08,18029,"Senior Engineer",1995-02-08,9999-01-01
18030,1954-10-14,Jasminko,Brookner,F,1986-03-19,18030,"Senior Engineer",1986-03-19,9999-01-01
18032,1958-04-17,Hyuckchul,Ladret,M,1992-01-26,18032,"Senior Engineer",1998-01-25,9999-01-01
18035,1953-02-26,Shmuel,Haumacher,M,1989-05-23,18035,"Senior Engineer",1996-05-23,9999-01-01
18041,1956-02-28,Ioana,Wossner,M,1987-06-05,18041,"Senior Engineer",1987-06-05,9999-01-01
18042,1957-11-05,Goh,Osgood,M,1987-07-04,18042,"Senior Engineer",1992-07-03,9999-01-01
18043,1962-01-04,Yuqun,Harnett,M,1986-06-16,18043,"Senior Engineer",1995-11-03,9999-01-01
18045,1962-03-17,Zengping,Wendorf,M,1987-06-12,18045,"Senior Engineer",1992-06-11,9999-01-01
18047,1954-09-10,Dinah,Fortenbacher,F,1994-01-25,18047,"Senior Engineer",2001-01-25,2001-09-08
18051,1962-11-15,Constantijn,Rosenbaum,M,1990-06-10,18051,"Senior Engineer",1996-06-09,1999-04-16
18052,1964-10-09,Hongzue,Samarati,M,1985-11-17,18052,"Senior Engineer",2000-04-08,9999-01-01
18053,1959-02-25,Takahito,Turnbull,M,1986-10-08,18053,"Senior Engineer",1992-10-07,9999-01-01
18055,1960-07-16,Rosalyn,Schlumberger,M,1993-09-24,18055,"Senior Engineer",2001-09-24,9999-01-01
18059,1953-01-25,Troy,Lueh,M,1992-11-25,18059,"Senior Engineer",2000-11-25,9999-01-01
18062,1956-09-28,Sasan,Schueller,F,1992-04-28,18062,"Senior Engineer",2000-04-28,9999-01-01
18063,1961-04-17,Constantino,Ramsey,F,1993-06-20,18063,"Senior Engineer",2000-09-13,9999-01-01
18066,1963-05-28,Yonghong,Vidal,M,1989-08-14,18066,"Senior Engineer",2002-05-27,9999-01-01
18068,1952-09-16,Geoff,Lorie,F,1988-07-01,18068,"Senior Engineer",1990-08-08,1998-12-01
18070,1958-05-27,Eckart,Melichar,M,1986-02-03,18070,"Senior Engineer",1986-02-03,9999-01-01
18073,1959-12-12,Mitsuyuki,Zeleznik,F,1992-01-20,18073,"Senior Engineer",1999-01-20,9999-01-01
18075,1953-04-24,Lein,Goodrum,M,1986-02-22,18075,"Senior Engineer",1986-02-22,9999-01-01
18076,1963-05-17,Mari,Baranowski,M,1986-08-22,18076,"Senior Engineer",1991-08-22,9999-01-01
18078,1961-05-16,Sampalli,Granlund,F,1988-11-17,18078,"Senior Engineer",1997-11-17,9999-01-01
18080,1953-01-31,Satyanarayana,Rosar,F,1986-05-07,18080,"Senior Engineer",2000-12-16,9999-01-01
18083,1962-08-14,Aimee,Tiemann,F,1987-12-13,18083,"Senior Engineer",1987-12-13,9999-01-01
18084,1958-08-14,Heeju,Armand,F,1985-05-01,18084,"Senior Engineer",1997-04-30,9999-01-01
18088,1956-10-09,Filipp,Bednarek,M,1996-03-23,18088,"Senior Engineer",2002-03-23,9999-01-01
18089,1958-05-22,Pohua,Griswold,F,1985-11-02,18089,"Senior Engineer",1991-11-02,9999-01-01
18096,1954-03-21,Sven,Manders,F,1989-01-28,18096,"Senior Engineer",1998-01-19,9999-01-01
18098,1956-10-08,Aral,Pehl,M,1991-12-12,18098,"Senior Engineer",2001-08-13,9999-01-01
18102,1956-02-16,Teunis,McAffer,M,1997-11-22,18102,"Senior Engineer",1997-11-22,9999-01-01
18106,1952-10-14,Gudjon,Axelband,M,1990-12-19,18106,"Senior Engineer",1999-08-30,9999-01-01
18107,1964-03-29,Augustine,Mondadori,F,1998-04-19,18107,"Senior Engineer",1998-06-13,9999-01-01
18112,1961-08-13,Shaunak,Farris,F,1989-05-01,18112,"Senior Engineer",2002-07-30,9999-01-01
18113,1952-04-19,Kish,Hainaut,F,1989-03-08,18113,"Senior Engineer",1997-03-08,9999-01-01
18114,1956-02-22,Yolla,Theuretzbacher,M,1987-11-15,18114,"Senior Engineer",1987-12-06,1994-03-30
18115,1952-07-21,Georg,Krzyzanowski,M,1992-01-29,18115,"Senior Engineer",1999-03-03,9999-01-01
18116,1956-11-01,Pascal,Claffy,F,1988-03-25,18116,"Senior Engineer",1994-03-25,9999-01-01
18122,1959-06-02,Yuguang,Ghazalie,M,1985-12-17,18122,"Senior Engineer",1996-02-05,9999-01-01
18124,1952-05-12,Prodip,Kropf,F,1990-08-30,18124,"Senior Engineer",1995-08-30,9999-01-01
18126,1959-05-17,Eric,Bashian,F,1987-07-26,18126,"Senior Engineer",1994-07-26,9999-01-01
18127,1960-04-17,Xiaocheng,Cochrane,F,1985-05-04,18127,"Senior Engineer",1985-05-04,1991-07-05
18131,1957-02-21,Giordano,Biran,M,1992-09-11,18131,"Senior Engineer",1997-09-11,9999-01-01
18134,1953-09-02,Ult,Pesch,M,1986-01-12,18134,"Senior Engineer",1992-07-31,9999-01-01
18136,1963-07-29,Cordelia,Jeong,M,1985-10-13,18136,"Senior Engineer",1992-10-13,9999-01-01
18141,1961-10-19,Tristan,Vasanthakumar,M,1990-05-22,18141,"Senior Engineer",1999-05-22,9999-01-01
18142,1961-10-18,Gretta,Bauknecht,M,1989-09-16,18142,"Senior Engineer",1989-09-16,9999-01-01
18143,1959-01-09,Yoshimitsu,Hoppenstand,M,1985-11-01,18143,"Senior Engineer",1993-11-01,9999-01-01
18146,1958-09-11,Zhensheng,Schiettecatte,F,1988-08-15,18146,"Senior Engineer",1988-08-15,9999-01-01
18148,1956-12-25,Annemarie,Remmele,F,1997-11-30,18148,"Senior Engineer",1999-04-18,2000-08-24
18150,1963-12-01,Girolamo,Kulisch,F,1995-06-27,18150,"Senior Engineer",1998-01-21,9999-01-01
18152,1962-07-13,Pascal,Staudhammer,M,1987-12-27,18152,"Senior Engineer",1995-12-27,9999-01-01
18153,1960-01-21,Stafford,Demke,F,1996-07-13,18153,"Senior Engineer",2002-07-13,9999-01-01
18154,1961-06-20,Shawna,Niizuma,F,1986-05-10,18154,"Senior Engineer",1993-05-10,9999-01-01
18155,1953-03-11,Dayanand,Danlos,M,1988-04-15,18155,"Senior Engineer",1997-04-15,9999-01-01
18156,1956-11-21,Masaru,Navazio,F,1989-06-04,18156,"Senior Engineer",1995-06-04,9999-01-01
18165,1959-11-20,Minghong,Molenkamp,M,1989-06-11,18165,"Senior Engineer",1996-04-22,1997-04-26
18167,1963-06-04,Constantino,Chaudhuri,F,1990-04-11,18167,"Senior Engineer",1997-04-11,9999-01-01
18175,1954-04-08,Gal,Templeman,F,1990-06-03,18175,"Senior Engineer",1996-10-03,9999-01-01
18185,1959-08-10,Aris,Hempstead,F,1986-03-27,18185,"Senior Engineer",1991-03-27,9999-01-01
18188,1964-07-29,Jagoda,Joslin,M,1990-05-07,18188,"Senior Engineer",1990-05-07,9999-01-01
18190,1953-05-16,Guadalupe,Lichtman,M,1994-08-27,18190,"Senior Engineer",2001-12-31,9999-01-01
18192,1964-04-20,KayLiang,Bazelow,F,1987-01-31,18192,"Senior Engineer",1992-01-31,9999-01-01
18193,1963-09-12,Jianhua,Sommer,M,1992-05-30,18193,"Senior Engineer",1997-08-25,9999-01-01
18196,1956-09-15,Sachio,Taneja,F,1985-08-10,18196,"Senior Engineer",1990-08-10,9999-01-01
18201,1960-01-28,Arfst,Segond,F,1991-07-19,18201,"Senior Engineer",1991-07-19,9999-01-01
18203,1959-08-02,Kazuhisa,Llado,M,1991-06-24,18203,"Senior Engineer",1991-06-24,9999-01-01
18207,1963-07-27,Toshimitsu,Eppinger,M,1986-04-06,18207,"Senior Engineer",1995-04-06,9999-01-01
18209,1960-01-09,Berry,Merel,M,1993-04-23,18209,"Senior Engineer",2001-04-23,9999-01-01
18210,1954-09-10,Mabo,Radhakrishnan,M,1985-04-14,18210,"Senior Engineer",2001-06-19,9999-01-01
18211,1959-02-24,Ferdinand,Baez,F,1988-10-22,18211,"Senior Engineer",1995-10-23,1996-01-24
18217,1952-10-01,Candida,Sethi,M,1989-08-01,18217,"Senior Engineer",1990-04-25,9999-01-01
18222,1957-10-30,Jixiang,Ramalingam,M,1988-12-23,18222,"Senior Engineer",1996-12-23,1998-01-30
18226,1959-05-09,Kousuke,Serot,F,1994-03-11,18226,"Senior Engineer",2001-04-30,9999-01-01
18228,1960-10-02,Noritoshi,Bojadziev,F,1985-11-11,18228,"Senior Engineer",1993-11-11,9999-01-01
18232,1963-04-07,Genta,Vesel,M,1988-08-07,18232,"Senior Engineer",1996-08-07,9999-01-01
18233,1963-11-09,Conrado,Feinberg,M,1994-09-16,18233,"Senior Engineer",2001-11-14,9999-01-01
18234,1953-02-06,Sanjai,Maginnis,M,1989-03-16,18234,"Senior Engineer",1997-03-16,9999-01-01
18236,1962-08-13,Marko,Unno,F,1985-05-07,18236,"Senior Engineer",1993-09-23,9999-01-01
18242,1954-01-23,Shichao,Demian,F,1986-06-21,18242,"Senior Engineer",1999-02-10,9999-01-01
18247,1959-06-19,Percy,Munke,F,1992-04-15,18247,"Senior Engineer",1993-01-28,9999-01-01
18252,1963-09-10,Mayuko,Besancenot,M,1987-08-15,18252,"Senior Engineer",2001-02-25,9999-01-01
18260,1956-06-28,Fumiya,Dymetman,M,1989-05-24,18260,"Senior Engineer",2000-01-23,9999-01-01
18261,1955-07-29,Shridhar,Baak,M,1986-06-06,18261,"Senior Engineer",1986-06-06,9999-01-01
18268,1961-05-03,Pramod,Rande,M,1988-01-31,18268,"Senior Engineer",1997-01-06,9999-01-01
18272,1958-01-26,Jacqueline,Bernardeschi,M,1990-10-23,18272,"Senior Engineer",1998-12-18,9999-01-01
18276,1957-09-13,Huei,Emmart,F,1996-10-12,18276,"Senior Engineer",1997-04-17,9999-01-01
18278,1959-01-11,Dipankar,Shiratori,F,1985-10-28,18278,"Senior Engineer",1992-10-28,9999-01-01
18280,1957-04-21,Filipe,Jakobus,M,1988-10-17,18280,"Senior Engineer",1993-10-17,1994-08-30
18287,1957-12-19,Aimee,Wissmann,F,1989-11-25,18287,"Senior Engineer",2001-11-24,9999-01-01
18288,1959-05-22,Aloys,Kushnir,M,1987-02-27,18288,"Senior Engineer",2000-01-23,9999-01-01
18290,1952-07-25,Sigeru,Puppe,M,1992-01-07,18290,"Senior Engineer",2002-02-25,9999-01-01
18301,1958-11-29,Martins,Hartvigsen,F,1988-05-28,18301,"Senior Engineer",1999-12-04,2000-09-28
18303,1958-11-06,Leucio,Khasidashvili,M,1988-08-08,18303,"Senior Engineer",2000-05-09,9999-01-01
18305,1963-01-06,Luise,Bratten,M,1986-01-30,18305,"Senior Engineer",2001-10-04,9999-01-01
18307,1964-08-24,Barton,Stentiford,F,1992-09-30,18307,"Senior Engineer",1998-09-30,9999-01-01
18308,1954-02-19,Youjian,Vecchio,F,1992-09-30,18308,"Senior Engineer",1992-09-30,9999-01-01
18310,1955-11-22,Ioana,Dalton,F,1987-02-09,18310,"Senior Engineer",1996-08-06,9999-01-01
18311,1961-04-27,Gaurav,Majewski,M,1987-09-28,18311,"Senior Engineer",1994-09-28,9999-01-01
18313,1953-09-30,Somnath,Passafiume,M,1993-08-22,18313,"Senior Engineer",1995-03-11,9999-01-01
18315,1957-05-06,King,Gyimothy,M,1989-12-15,18315,"Senior Engineer",2001-04-27,9999-01-01
18316,1953-02-02,Hongzue,Msuda,F,1985-02-19,18316,"Senior Engineer",1985-02-19,9999-01-01
18320,1964-01-23,Bedir,Sanella,M,1988-04-11,18320,"Senior Engineer",1997-04-11,2001-02-23
18321,1958-04-28,Eckart,Kermarrec,M,1990-06-04,18321,"Senior Engineer",1997-10-26,9999-01-01
18323,1954-06-25,Oddvar,Tiemann,F,1987-08-17,18323,"Senior Engineer",1994-08-17,9999-01-01
18325,1960-02-08,Yongdong,Birta,M,1992-08-21,18325,"Senior Engineer",1999-08-22,9999-01-01
18326,1957-07-30,Masanao,Hardjono,M,1985-06-30,18326,"Senior Engineer",1985-06-30,9999-01-01
18328,1953-03-01,Goo,Klyachko,F,1994-11-10,18328,"Senior Engineer",1999-11-10,9999-01-01
18334,1962-02-24,Tokuyasu,Nitta,F,1985-06-09,18334,"Senior Engineer",1990-06-09,9999-01-01
18337,1963-01-02,Somnath,Masamoto,M,1986-12-17,18337,"Senior Engineer",1995-01-19,9999-01-01
18340,1957-02-15,Kazuhiko,Swiss,F,1985-11-14,18340,"Senior Engineer",1992-02-23,2001-07-05
18341,1959-08-31,Masaru,Luke,M,1996-11-08,18341,"Senior Engineer",1998-07-14,9999-01-01
